time_s,u_mps,v_mps,w_mps,p_radps,q_radps,r_radps,q0,q1,q2,q3,north_m,east_m,altitude_m,canard_rad,elevon_left_rad,elevon_right_rad,rudder_rad,throttle
4.95,199.999387986,0.323315252486,0.130545912099,0.00169669905149,1.99646436374e-05,0.00055930955909,0.999997861329,-0.00125616178883,0.00031818068483,-0.00161187992574,989.996504649,2.48035090794,5000.00691718,0,0.00654468740735,0.00952301563429,0.00295659946346,0.142857271658
5,199.99944943,0.310211905647,0.13096785628,0.0016709216065,2.08438143472e-05,0.000565317754578,0.999997935721,-0.0012140632634,0.00031864116007,-0.00159783376929,999.996477064,2.46409900441,5000.00674688,0,0.00660799930208,0.0094579184925,0.00283810897917,0.142856254552
5.05,199.999508834,0.297348344201,0.131360747104,0.00164503679563,2.15435310375e-05,0.000570994307348,0.999998007611,-0.00117261046948,0.000319122537694,-0.00158364141308,1009.9964509,2.44748008934,5000.00656444,0,0.0066700791565,0.00939417422894,0.00272176657957,0.142855252162
5.1,199.999566218,0.284722481699,0.131725500564,0.00161908036135,2.20781777303e-05,0.000576345669009,0.999998077059,-0.00113180564738,0.0003196204915,-0.0015693110603,1019.99642614,2.43050893967,5000.00637179,0,0.00673094741103,0.00933175876204,0.00260755519397,0.142854264695
5.15,199.999621602,0.272332207742,0.132063085391,0.00159308461821,2.24615167774e-05,0.00058137822298,0.999998144126,-0.00109165018671,0.000320131046622,-0.00155485075474,1029.99640273,2.41320006561,5000.0061707,0,0.00679062331247,0.00927064896689,0.00249545731999,0.142853292323
5.2,199.999675014,0.26017538985,0.132374512436,0.00156707878712,2.27066804002e-05,0.000586098291407,0.999998208872,-0.00105214470784,0.000320650563993,-0.00154026838232,1039.99638065,2.39556771266,5000.00596282,0,0.00684912504643,0.00921082258772,0.00238545506719,0.142852335181
5.25,199.99972648,0.248249875171,0.132660824933,0.00154108929641,2.28261665343e-05,0.000590512140548,0.99999827136,-0.00101328913543,0.000321175724647,-0.00152557167244,1049.99635987,2.37762586356,5000.00574969,0,0.00690646985724,0.00915225815945,0.00227753019675,0.142851393373
5.3,199.999776032,0.236553492032,0.132923089595,0.00151514005311,2.28318387128e-05,0.000594625984729,0.999998331649,-0.000975082764883,0.000321703513951,-0.00151076819928,1059.99634036,2.35938824049,5000.00553271,0,0.00696267415622,0.00909493493728,0.00217166415746,0.142850466969
5.35,199.999823705,0.225084051374,0.133162388523,0.00148925268716,2.27349293848e-05,0.000598445989049,0.9999983898,-0.000937524322262,0.00032223120586,-0.00149586538297,1069.99632208,2.34086830711,5000.00531316,0,0.00701775361941,0.00903883283361,0.0020678381182,0.142849556012
5.4,199.999869532,0.213839348082,0.133379811873,0.00146344677137,2.25460464655e-05,0.000601978271004,0.999998445873,-0.00090061201849,0.0003227563473,-0.00148087049073,1079.99630501,2.32207927082,5000.00509222,0,0.00707172327543,0.00898393236148,0.00196603299719,0.142848660517
5.45,199.999913553,0.202817162219,0.133576451247,0.00143774001944,2.22751825347e-05,0.000605228901196,0.999998499929,-0.000864343598283,0.000323276742719,-0.00146579063799,1089.9962891,2.30303408496,5000.00487096,0,0.0071245975846,0.0089302145839,0.0018662294883,0.142847780472
5.5,199.999955806,0.192015260202,0.133753393769,0.00141214846416,2.19317264885e-05,0.000608203903295,0.999998552026,-0.000828716384399,0.00032379043891,-0.00145063278952,1099.99627435,2.2837454511,5000.00465035,0,0.00717639050973,0.0088776610685,0.00176840808475,0.14284691584
5.55,199.999996332,0.181431395905,0.133911716814,0.00138668661793,2.15244771825e-05,0.000610909253403,0.999998602222,-0.000793727317649,0.000324295710131,-0.00143540376051,1109.9962607,2.26422582133,5000.00443127,0,0.00722711557963,0.00882625384696,0.00167254910043,0.142846066563
5.6,200.000035172,0.171063311723,0.134052483331,0.00136136761711,2.10616588574e-05,0.000613350878974,0.999998650574,-0.000759372993111,0.000324791043585,-0.00142011021778,1119.99624814,2.24448740061,5000.0042145,0,0.00727678594561,0.00877597537862,0.00157863268909,0.142845232561
5.65,200.000072371,0.160908739588,0.134176737747,0.00133620335201,2.05509380607e-05,0.000615534657393,0.99999869714,-0.000725649692898,0.0003252751253,-0.00140475868094,1129.99623663,2.22454214919,5000.00400074,0,0.0073254144319,0.00872680851803,0.00148663886179,0.142844413734
5.7,200.00010797,0.150965401951,0.134285502395,0.00131120458376,1.9999441778e-05,0.000617466414347,0.999998741974,-0.000692553415861,0.000325746826443,-0.00138935552361,1139.99622616,2.20440178491,5000.00379062,0,0.00737301358032,0.00867873648585,0.0013965475027,0.142843609964
5.75,200.000142016,0.14123101274,0.134379774438,0.00128638104964,1.94137765898e-05,0.000619151922059,0.999998785131,-0.0006600799045,0.000326205190092,-0.00137390697472,1149.99621668,2.18407778574,5000.00358468,0,0.00741959568987,0.00863174284284,0.00130833838348,0.142842821115
5.8,200.000174551,0.131703278289,0.134460523256,0.0012617415577,1.88000484656e-05,0.000620596897477,0.999998826665,-0.000628224669389,0.000326649418497,-0.00135841911982,1159.99620818,2.16358139216,5000.00338339,0,0.0074651728516,0.00858581146663,0.00122199117651,0.142842047038
5.85,200.000205621,0.122379898243,0.134528688249,0.00123729407203,1.81638832427e-05,0.000621807000466,0.999998866627,-0.000596983011342,0.000327078860832,-0.00134289790245,1169.99620063,2.14292360964,5000.00318716,0,0.00750975697921,0.00854092653084,0.00113748546713,0.142841287568
5.9,200.000235271,0.113258566444,0.134585177041,0.00121304578946,1.75104475589e-05,0.000622787832069,0.99999890507,-0.000566350041561,0.000327493001473,-0.0013273491256,1179.99619401,2.12211521117,5000.00299635,0,0.00755335983584,0.00849707248642,0.00105480076491,0.142840542526
5.95,200.000263546,0.104336971804,0.13463086404,0.00118900320863,1.68444699012e-05,0.000623544932855,0.999998942042,-0.000536320699962,0.000327891448792,-0.0013117784531,1189.99618828,2.10116673972,5000.00281123,0,0.00759599305743,0.00845423404499,0.000973916514228,0.142839811724
6,200.00029049,0.0956127991509,0.134666589325,0.00116517219218,1.61702618176e-05,0.000624083781398,0.999998977593,-0.00050688977186,0.000328273924472,-0.00129619141121,1199.99618344,2.08008851079,5000.00263206,0,0.00763766817291,0.00841239616376,0.000894812104216,0.142839094962
